,title,movie_id,tags
2249,Princess Mononoke,128,"ashitaka, a prince of the disappearing ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. along the way, he encounters san, a young human woman fighting to protect the forest, and lady eboshi, who is trying to destroy it. ashitaka must find a way to bring balance to this conflict. adventure fantasy animation fight wolf villageandtown iron pan wildboar territory friendship princess goodvsevil anime yōjimatsuda yurikoishida yūkotanaka kaorukobayashi masahikonishimura tsunehikokamijô sumishimamoto tetsuwatanabe mitsurusatô akiranagoya akihiromiwa mitsukomori hisayamorishige takakofuji hayaomiyazaki"
2250,Bon voyage,14652,"isabelle adjani and gerard depardieu star in director jean-paul rappenau's amusing farce set on the eve of world war ii, which follows the intersecting lives of four parisians as they cope with the impending invasion of their city by german forces. as the french government braces for impact, the lives of a young writer, a vain movie star, a french politician and a young scientist are examined as they attempt to deal with war and evade german spies. comedy drama foreign grégoriderangère gérarddepardieu isabelleadjani virginieledoyen yvanattal petercoyote auroreclément edithscob wolfgangpissors jean-paulrappeneau"
2251,Can't Stop the Music,40932,movie about the village people filmed in a documentary style. comedy music camp disco womandirector villagepeople alexbriley davidhodo glennhughes randyjones feliperose raysimpson valerieperrine caitlynjenner steveguttenberg tammygrimes junehavoc barbararush altovisedavis marilynsokol paulsand nancywalker
2252,The Proposition,16608,"set in the australian outback in the 1880s, the movie follows the series of events following the horrific rape and murder of the hopkins family, allegedly committed by the infamous burns brothers gang. captain morris stanley captures charlie burns and gives him 9 days to kill his older dangerous psychopathic brother, or else they'll hang his younger mentally slow brother on christmas day. action adventure crime drama thriller western gallows australia psychopath outlaw misanthrope gang shootout sadist brutality violence hideout retribution flogging whipping sunset aborigine savagery guypearce raywinstone emilywatson dannyhuston davidwenham johnhurt richardwilson noahtaylor jeremymadrona jaemamuyac mickroughan shanewatt robertmorgan davidgulpilil bryanprobets oliverackland davidvallon danielparker garywaddell iaingardiner bogdankoca leahpurcell tombudge ralphcotterill johnhillcoat"
2253,My All American,334531,"freddie steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season. drama americanfootball biography sport championship aaroneckhart finnwittrock robintunney sarahbolger michaelreillyburke toddallen richardkohnke donnyboaz justonstreet rebeccachulew mackenziemeehan kristinmckenzie stephenstanton catherinelawrencekinslow alexmacnicoll kristinmillerwhite angelopizzo"
2254,Marci X,32316,a jewish-american princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers. comedy lisakudrow damonwayans richardbenjamin janekrakowski christinebaranski richardbenjamin
2255,Equilibrium,7299,"in a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. a man in charge of enforcing the law rises to overthrow the system. action sciencefiction thriller resistance fascism totalitarianregime destroy phasing dystopia bookburning outlaw governmentagent christianbale tayediggs emilywatson angusmacfadyen seanbean dominicpurcell christiankahrmann seanpertwee williamfichtner johnkeogh davidbarrash dirkmartens matthewharbour mariapiacalzone emilysiewert florianfitz davidhemmings brianconley anatoletaubman kurtwimmer"
2256,The Children of Huang Shi,13405,"about young british journalist, george hogg, who with the assistance of a courageous australian nurse, saves a group of orphaned children during the japanese occupation of china in 1937. drama war basedontruestory duringcreditsstinger jonathanrhysmeyers radhamitchell chowyun-fat michelleyeoh rogerspottiswoode"
2257,The Yards,19457,"in the rail yards of queens, contractors repair and rebuild the city's subway cars. these contracts are lucrative, so graft and corruption are rife. when leo handler gets out of prison, he finds his aunt married to frank olchin, one of the big contractors; he's battling with a minority-owned firm for contracts. drama action thriller crime corruption subway infiltration criminal markwahlberg joaquinphoenix charlizetheron jamescaan ellenburstyn fayedunaway andydavoli tonymusante victorargo tomásmilián robertmontano victorarnold chadaaron louisguss annikapergament stevelawrence jamesgray"
2258,The Oogieloves in the Big Balloon Adventure,112937,"it's schluufy's birthday, and the oogieloves (goobie, zoozie and toofie), along with their friends j. edgar, windy window and ruffy, are organizing a party. (shh! it's a secret.) everything is going along just perfectly until j. edgar trips and loses the last five magical balloons in all of lovelyloveville--oh no! the oogiloves set out to find the magical balloons in time to save their friend's party. along the way, they meet some very interesting characters indeed, including dotty rounder (cloris leachman), bobby wobbly (carey elwes), milky marvin (chazz palminteri), rosalie rosebud (toni braxton) and lola and lero sombero (christopher lloyd and jaime pressly). can these new friends help them recover the magical balloons and get back to the cottage in time to celebrate schluufy's surprise birthday? family christopherlloyd caryelwes jaimepressly clorisleachman chazzpalminteri tonibraxton mayastange garrettclayton nickdrago colleeno'shaughnessey matthewdiamond"
2259,By the Sea,314385,"set in france during the mid-1970s, vanessa, a former dancer, and her husband roland, an american writer, travel the country together. they seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner. drama romance france hotel 1970s grief travel unhappiness marriageproblems womandirector angelinajolie bradpitt mélanielaurent melvilpoupaud nielsarestrup richardbohringer sarahnaudi marikagreen aldobuontempo georgecamilleri philippemartinet francisxuereb malcolmbeethans kathleenbeethans bjornkubin pennydix arcadiavodka indimarceaucoppola annacachia frédéricdessains angelinajolie"
2260,Steamboy,8953,"after receiving a package from his grandfather, rei, a young inventor living in england during the mid-19th century, has his life thrown into disarray. the package contains a ""steam ball"", a device of incredible power, and a letter asking him to guard it. rei must evade capture from the nefarious ""o'hara foundation"" who will do anything to steal the device and use it for their own nefarious means. animation fantasy sciencefiction england inventor ball boy industrialrevolution kugel steampunk energy 19thcentury steam annesuzuki masanetsukayama katsuonakamura manamikonishi kiyoshikodama ikkisawamura susumuterajima katsuhiroōtomo"
2261,The Game of Their Lives,29078,"based on a true story, this film tells the tale of the 1950 us soccer team who, against all odds, beat england 1 - 0 in the city of belo horizonte, brazil. although no us team has yet won a world cup title, this story is about the family traditions and passions which shaped the lives of the players who made up this team of underdogs. drama sport gerardbutler wesbentley gavinrossdale costasmandylor louismandylor zacherytybryan jimmyjean-louis davidanspaugh"
2262,All Good Things,46503,"newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in new york history. drama mystery thriller crime romance difficultchildhood patriarch childhoodtrauma dysfunctionalmarriage kirstendunst ryangosling kristenwiig franklangella lilyrabe philipbakerhall michaelesper dianevenora johncullum trinialvarado davidmargulies nickofferman miadillon andrewjarecki"
2263,Rapa Nui,10448,inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before make can take part in the race to retrieve the egg of a sooty tern. the reward for winning this race is to rule the island for one year. adventure inlovewithenemy indigenous island jasonscottlee esaimorales sandrineholt erupotaka-dewes emiliotukihito gordonhatfield frenxareuben horiahipene chiefyelkington ruihanarewa georgehenare rawiriparatene petesmith mariogaoa cliffcurtis kevinreynolds
2264,CJ7,13688,"ti, a really poor construction worker that struggles to keep his son, dicky, in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it. comedy drama family fantasy sciencefiction littleboy ufo extraterrestrial stephenchow xujiao kittyzhangyuqi lamtze-chung leesheung-ching huanglei yaowen-xue stevenfungmin-hang hanyong-hua leiyu stephenchow"
2265,The Visitors II: The Corridors of Time,10353,"the sequel to the visitors reunites us with those lovable ruffians from the french medieval ages who - through magic - are transported into the present, with often drastic consequences. godefroy de montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. the confrontation between godefroy's repellent servant jack the crack and his descendent, the effete jacquart, present-day owner of the chateau, further complicates the matter. comedy fantasy mephisto frenchrevolution timetravel leapintime knight wedding middleages christianclavier jeanreno marie-annechazel christianbujeau murielrobin clairenadeau armelle jean-luccaron patrickburgel ericaverlant pierrevial franck-olivierbonnet philippemorier-genoud philippenahon christianbujeau olivierclaverie olgasékulic jean-paulmuel christianpereira jacquesfrançois sylviejoly michèlegarcia mireillefranchino didierbénureau georgestéran rodolphesand philippebeglia marieguillard laurentgendron ariellesémenoff frédéricbaptiste loubaguertchikoff laurencebadie davidgabison théophilesowié josetteménard jean-mariepoiré"
